,ACN US Equity,AMD US Equity,AKAM US Equity,ADSK US Equity,CA US Equity,GIB US Equity,CSCO US Equity,EMC US Equity,HPQ US Equity,INTC US Equity,IBM US Equity,MSFT US Equity,MSI US Equity,NVDA US Equity,RAX US Equity,SYMC US Equity,TEL US Equity,TDC US Equity,TXN US Equity,XRX US Equity
9/16/14,$80.09 ,$3.81 ,$62.16 ,$54.75 ,$28.56 ,$35.40 ,$25.22 ,$29.55 ,$16.46 ,$34.93 ,$192.96 ,$46.76 ,$61.69 ,$19.14 ,$39.34 ,$24.21 ,$62.28 ,$45.03 ,$47.92 ,$13.70 
9/17/14,$79.68 ,$3.82 ,$62.31 ,$54.89 ,$28.58 ,$35.35 ,$25.21 ,$29.45 ,$16.65 ,$34.98 ,$192.80 ,$46.52 ,$61.91 ,$19.15 ,$32.39 ,$24.50 ,$61.86 ,$44.23 ,$48.37 ,$13.90 
9/18/14,$80.46 ,$3.88 ,$64.35 ,$55.73 ,$28.78 ,$35.59 ,$25.22 ,$29.72 ,$16.80 ,$35.17 ,$193.75 ,$46.68 ,$62.04 ,$19.44 ,$32.28 ,$24.59 ,$61.90 ,$44.71 ,$48.98 ,$13.88 
9/19/14,$79.93 ,$3.81 ,$62.42 ,$55.61 ,$28.48 ,$34.85 ,$25.20 ,$29.53 ,$16.70 ,$34.82 ,$194.00 ,$47.52 ,$61.88 ,$19.08 ,$32.10 ,$24.39 ,$60.92 ,$43.57 ,$48.75 ,$13.98 
9/22/14,$79.22 ,$3.76 ,$61.41 ,$54.88 ,$28.21 ,$34.30 ,$24.97 ,$29.68 ,$16.56 ,$34.71 ,$193.11 ,$47.06 ,$61.68 ,$18.89 ,$31.48 ,$24.26 ,$60.44 ,$43.22 ,$48.66 ,$13.65 
9/23/14,$79.60 ,$3.69 ,$60.64 ,$54.95 ,$28.35 ,$34.34 ,$24.70 ,$29.85 ,$16.25 ,$34.42 ,$191.62 ,$46.56 ,$61.57 ,$18.81 ,$31.19 ,$24.10 ,$59.32 ,$42.65 ,$48.66 ,$13.58 
9/24/14,$80.20 ,$3.70 ,$61.51 ,$55.66 ,$28.42 ,$34.45 ,$24.98 ,$29.72 ,$16.32 ,$34.75 ,$192.31 ,$47.08 ,$61.80 ,$18.92 ,$31.63 ,$24.15 ,$59.65 ,$43.22 ,$48.81 ,$13.58 
9/25/14,$78.98 ,$3.63 ,$59.51 ,$54.43 ,$27.93 ,$33.65 ,$24.54 ,$28.81 ,$16.01 ,$34.14 ,$189.01 ,$46.04 ,$62.24 ,$18.51 ,$31.98 ,$23.73 ,$58.47 ,$41.76 ,$48.14 ,$13.26 
9/26/14,$79.29 ,$3.60 ,$59.83 ,$54.28 ,$27.89 ,$33.89 ,$25.00 ,$29.04 ,$16.06 ,$34.26 ,$190.06 ,$46.41 ,$63.42 ,$18.55 ,$32.52 ,$23.58 ,$58.80 ,$42.25 ,$48.33 ,$13.21 
9/29/14,$79.92 ,$3.55 ,$59.74 ,$55.04 ,$27.64 ,$33.71 ,$25.12 ,$28.83 ,$15.88 ,$34.90 ,$189.64 ,$46.44 ,$63.18 ,$18.52 ,$32.38 ,$23.42 ,$57.87 ,$41.90 ,$48.26 ,$13.24 
9/30/14,$81.32 ,$3.41 ,$59.80 ,$55.10 ,$27.94 ,$33.77 ,$25.17 ,$29.26 ,$16.10 ,$34.82 ,$189.83 ,$46.36 ,$63.28 ,$18.45 ,$32.55 ,$23.51 ,$55.29 ,$41.92 ,$47.69 ,$13.23 
10/1/14,$79.72 ,$3.35 ,$58.24 ,$55.66 ,$27.13 ,$33.78 ,$25.03 ,$28.43 ,$15.69 ,$33.99 ,$187.17 ,$45.90 ,$62.34 ,$18.27 ,$33.46 ,$23.05 ,$54.54 ,$41.59 ,$46.88 ,$13.08 
10/2/14,$79.43 ,$3.39 ,$58.09 ,$57.74 ,$27.18 ,$34.54 ,$25.06 ,$28.50 ,$15.67 ,$33.52 ,$186.91 ,$45.76 ,$61.03 ,$18.19 ,$33.59 ,$23.35 ,$54.50 ,$41.84 ,$46.84 ,$12.98 
10/3/14,$80.32 ,$3.40 ,$59.74 ,$58.12 ,$27.46 ,$33.97 ,$25.31 ,$28.64 ,$15.98 ,$34.03 ,$188.67 ,$46.09 ,$61.30 ,$18.23 ,$34.03 ,$23.39 ,$55.69 ,$41.96 ,$46.82 ,$13.05 
10/6/14,$80.73 ,$3.36 ,$59.15 ,$58.18 ,$27.43 ,$34.52 ,$25.01 ,$28.46 ,$16.74 ,$34.11 ,$189.04 ,$46.09 ,$61.50 ,$18.12 ,$33.99 ,$23.51 ,$56.41 ,$42.23 ,$46.63 ,$12.99 
10/7/14,$78.81 ,$3.28 ,$57.65 ,$56.59 ,$26.81 ,$34.04 ,$24.64 ,$28.13 ,$15.99 ,$33.47 ,$185.71 ,$45.53 ,$60.47 ,$17.93 ,$34.61 ,$23.19 ,$55.75 ,$41.29 ,$46.01 ,$12.76 
10/8/14,$79.84 ,$3.28 ,$59.07 ,$57.08 ,$27.05 ,$34.29 ,$24.66 ,$28.82 ,$16.31 ,$34.27 ,$189.36 ,$46.78 ,$61.58 ,$18.26 ,$34.70 ,$24.01 ,$56.33 ,$41.95 ,$46.94 ,$13.09 
10/9/14,$78.19 ,$2.95 ,$58.25 ,$56.07 ,$26.58 ,$34.33 ,$24.19 ,$28.39 ,$15.58 ,$33.62 ,$186.42 ,$45.85 ,$60.46 ,$17.91 ,$33.89 ,$23.44 ,$54.80 ,$41.15 ,$46.02 ,$12.76 
10/10/14,$76.84 ,$2.72 ,$56.55 ,$53.72 ,$25.90 ,$33.90 ,$23.34 ,$27.98 ,$15.21 ,$31.91 ,$185.93 ,$44.03 ,$59.05 ,$16.85 ,$33.29 ,$21.94 ,$51.55 ,$40.01 ,$42.74 ,$12.54 
10/13/14,$76.29 ,$2.74 ,$55.55 ,$51.94 ,$25.52 ,$33.77 ,$22.93 ,$27.54 ,$14.84 ,$31.47 ,$183.52 ,$43.65 ,$58.50 ,$16.79 ,$32.80 ,$22.25 ,$51.47 ,$39.90 ,$41.93 ,$12.39 
10/14/14,$76.17 ,$2.62 ,$55.65 ,$50.13 ,$25.73 ,$33.87 ,$23.06 ,$27.61 ,$14.64 ,$32.14 ,$183.80 ,$43.73 ,$58.73 ,$17.18 ,$34.76 ,$22.47 ,$52.06 ,$41.32 ,$42.31 ,$12.78 
10/15/14,$75.85 ,$2.61 ,$54.63 ,$50.52 ,$25.74 ,$33.83 ,$22.96 ,$27.27 ,$14.89 ,$31.28 ,$181.75 ,$43.22 ,$59.32 ,$17.44 ,$35.04 ,$22.15 ,$52.47 ,$41.18 ,$42.76 ,$12.71 
10/16/14,$76.15 ,$2.64 ,$53.38 ,$49.89 ,$25.82 ,$33.67 ,$22.82 ,$26.89 ,$15.44 ,$30.85 ,$179.84 ,$42.74 ,$59.18 ,$17.45 ,$34.69 ,$22.03 ,$52.43 ,$41.00 ,$43.59 ,$12.43 
10/17/14,$76.62 ,$2.72 ,$53.84 ,$50.79 ,$26.35 ,$33.64 ,$23.25 ,$27.11 ,$15.51 ,$31.38 ,$182.05 ,$43.63 ,$60.79 ,$17.42 ,$35.02 ,$22.32 ,$53.44 ,$42.29 ,$43.67 ,$12.68 
10/20/14,$76.44 ,$2.67 ,$53.99 ,$51.82 ,$26.61 ,$32.79 ,$22.93 ,$26.95 ,$15.35 ,$31.58 ,$169.10 ,$44.08 ,$61.25 ,$17.57 ,$35.07 ,$22.50 ,$53.36 ,$40.70 ,$44.41 ,$12.68 
10/21/14,$77.93 ,$2.77 ,$55.01 ,$52.80 ,$27.56 ,$33.49 ,$23.51 ,$27.20 ,$15.77 ,$32.61 ,$163.23 ,$44.88 ,$62.39 ,$18.32 ,$35.80 ,$23.68 ,$55.10 ,$41.30 ,$46.77 ,$13.20 
10/22/14,$77.46 ,$2.64 ,$53.95 ,$52.25 ,$27.41 ,$32.71 ,$23.26 ,$27.37 ,$15.66 ,$32.27 ,$161.79 ,$44.38 ,$61.63 ,$17.89 ,$35.32 ,$23.51 ,$54.40 ,$40.04 ,$46.62 ,$12.21 
10/23/14,$78.08 ,$2.69 ,$54.53 ,$53.55 ,$27.75 ,$33.09 ,$23.57 ,$27.70 ,$15.86 ,$32.69 ,$162.18 ,$45.02 ,$62.25 ,$18.29 ,$35.75 ,$23.87 ,$55.30 ,$39.87 ,$47.00 ,$12.78 
10/24/14,$78.35 ,$2.68 ,$55.28 ,$54.45 ,$28.43 ,$33.36 ,$23.78 ,$28.17 ,$15.86 ,$33.18 ,$162.08 ,$46.13 ,$62.57 ,$18.48 ,$36.10 ,$23.98 ,$56.27 ,$40.69 ,$47.57 ,$12.55 
10/27/14,$79.02 ,$2.66 ,$55.29 ,$54.77 ,$28.09 ,$33.83 ,$23.76 ,$28.26 ,$16.03 ,$33.20 ,$161.87 ,$45.91 ,$62.80 ,$18.49 ,$36.57 ,$24.25 ,$56.36 ,$40.63 ,$47.95 ,$12.82 
10/28/14,$79.47 ,$2.72 ,$57.15 ,$56.10 ,$28.63 ,$34.55 ,$24.07 ,$28.48 ,$16.14 ,$33.74 ,$163.60 ,$46.49 ,$64.06 ,$18.93 ,$37.49 ,$24.61 ,$58.00 ,$41.38 ,$48.50 ,$13.02 
10/29/14,$79.55 ,$2.77 ,$56.21 ,$55.96 ,$28.49 ,$34.04 ,$24.10 ,$28.35 ,$16.06 ,$33.92 ,$163.46 ,$46.62 ,$63.94 ,$18.81 ,$37.01 ,$24.56 ,$58.06 ,$40.72 ,$48.33 ,$12.94 
10/30/14,$80.62 ,$2.75 ,$59.83 ,$57.37 ,$28.63 ,$34.03 ,$24.08 ,$28.46 ,$16.04 ,$32.58 ,$164.35 ,$46.05 ,$64.08 ,$18.69 ,$37.57 ,$24.85 ,$59.31 ,$41.40 ,$47.53 ,$12.81 
10/31/14,$81.12 ,$2.80 ,$60.30 ,$57.54 ,$29.06 ,$34.35 ,$24.47 ,$28.73 ,$16.29 ,$34.01 ,$164.40 ,$46.95 ,$64.50 ,$19.54 ,$38.36 ,$24.82 ,$61.13 ,$42.32 ,$49.66 ,$13.28 
11/3/14,$80.97 ,$2.87 ,$59.72 ,$57.77 ,$29.17 ,$33.86 ,$24.58 ,$29.07 ,$16.28 ,$34.31 ,$164.36 ,$47.44 ,$64.68 ,$19.87 ,$38.49 ,$25.20 ,$61.41 ,$41.82 ,$50.08 ,$13.29 
11/4/14,$81.15 ,$2.83 ,$59.63 ,$58.24 ,$29.38 ,$34.35 ,$24.88 ,$28.91 ,$16.30 ,$34.54 ,$162.65 ,$47.57 ,$66.76 ,$20.13 ,$37.94 ,$24.99 ,$61.90 ,$41.72 ,$50.40 ,$13.16 
11/5/14,$82.48 ,$2.80 ,$59.02 ,$58.32 ,$29.47 ,$34.73 ,$25.15 ,$29.04 ,$16.43 ,$33.76 ,$161.82 ,$47.86 ,$64.46 ,$20.13 ,$37.23 ,$25.18 ,$62.12 ,$41.06 ,$51.13 ,$13.16 
11/6/14,$83.24 ,$2.76 ,$59.63 ,$59.20 ,$29.68 ,$34.95 ,$25.26 ,$29.31 ,$16.41 ,$33.82 ,$161.46 ,$48.70 ,$63.42 ,$20.22 ,$37.26 ,$25.07 ,$62.15 ,$42.68 ,$50.91 ,$13.30 
11/7/14,$83.48 ,$2.78 ,$60.14 ,$59.42 ,$30.05 ,$35.19 ,$25.33 ,$29.12 ,$16.52 ,$33.58 ,$162.07 ,$48.68 ,$64.14 ,$19.79 ,$37.43 ,$24.97 ,$62.12 ,$42.71 ,$50.90 ,$13.45 
11/10/14,$84.16 ,$2.76 ,$61.07 ,$59.40 ,$29.93 ,$35.51 ,$25.15 ,$29.16 ,$16.75 ,$33.26 ,$163.49 ,$48.89 ,$63.94 ,$20.02 ,$37.32 ,$25.05 ,$61.50 ,$43.53 ,$51.56 ,$13.37 
11/11/14,$83.94 ,$2.73 ,$61.05 ,$58.99 ,$29.58 ,$34.85 ,$25.15 ,$29.02 ,$16.69 ,$33.31 ,$163.30 ,$48.87 ,$63.55 ,$19.78 ,$42.25 ,$25.19 ,$61.69 ,$43.71 ,$51.32 ,$13.52 
11/12/14,$84.12 ,$2.71 ,$60.78 ,$58.98 ,$29.63 ,$34.86 ,$25.11 ,$29.43 ,$16.58 ,$33.38 ,$161.92 ,$48.78 ,$63.70 ,$19.65 ,$42.60 ,$25.12 ,$61.56 ,$44.58 ,$51.28 ,$13.53 
11/13/14,$84.44 ,$2.66 ,$60.45 ,$59.31 ,$29.81 ,$35.59 ,$25.68 ,$29.42 ,$16.51 ,$33.68 ,$162.79 ,$49.61 ,$64.43 ,$19.55 ,$43.33 ,$25.55 ,$61.20 ,$44.60 ,$51.18 ,$13.45 
11/14/14,$84.64 ,$2.61 ,$62.93 ,$59.66 ,$29.95 ,$36.21 ,$26.32 ,$30.05 ,$16.76 ,$33.95 ,$164.16 ,$49.58 ,$65.25 ,$19.79 ,$43.25 ,$25.34 ,$61.53 ,$44.25 ,$51.63 ,$13.43 
11/17/14,$84.65 ,$2.67 ,$62.03 ,$58.99 ,$30.07 ,$36.28 ,$26.47 ,$30.38 ,$16.98 ,$34.24 ,$164.16 ,$49.46 ,$65.40 ,$19.70 ,$43.09 ,$25.48 ,$61.02 ,$44.81 ,$51.55 ,$13.49 
11/18/14,$84.30 ,$2.65 ,$62.16 ,$59.23 ,$30.01 ,$36.74 ,$26.60 ,$30.39 ,$17.03 ,$34.71 ,$161.89 ,$48.74 ,$66.00 ,$20.17 ,$42.70 ,$25.46 ,$61.72 ,$44.73 ,$51.84 ,$13.63 
11/19/14,$83.64 ,$2.63 ,$61.57 ,$59.10 ,$30.02 ,$36.68 ,$26.59 ,$29.93 ,$16.88 ,$34.35 ,$161.43 ,$48.22 ,$65.94 ,$20.01 ,$43.05 ,$25.31 ,$61.44 ,$44.77 ,$51.94 ,$13.43 
11/20/14,$83.44 ,$2.69 ,$63.12 ,$58.41 ,$30.10 ,$36.19 ,$26.81 ,$29.86 ,$16.77 ,$35.95 ,$160.64 ,$48.70 ,$65.66 ,$20.34 ,$44.31 ,$25.40 ,$61.62 ,$44.46 ,$52.23 ,$13.54 
11/21/14,$84.08 ,$2.77 ,$63.73 ,$61.95 ,$30.63 ,$36.54 ,$26.88 ,$29.90 ,$16.92 ,$35.59 ,$160.92 ,$47.98 ,$65.27 ,$20.46 ,$44.92 ,$25.33 ,$63.02 ,$44.57 ,$52.56 ,$13.58 
11/24/14,$84.93 ,$2.83 ,$64.15 ,$61.28 ,$30.99 ,$36.39 ,$27.03 ,$29.87 ,$17.03 ,$36.25 ,$162.15 ,$47.59 ,$65.81 ,$20.58 ,$45.56 ,$25.80 ,$63.68 ,$45.15 ,$52.85 ,$13.68 
11/25/14,$85.32 ,$2.83 ,$64.02 ,$61.03 ,$30.86 ,$36.53 ,$27.28 ,$29.89 ,$17.08 ,$36.32 ,$161.76 ,$47.47 ,$65.60 ,$20.57 ,$45.91 ,$25.91 ,$63.55 ,$44.92 ,$52.44 ,$13.76 
11/26/14,$85.15 ,$2.84 ,$64.21 ,$61.35 ,$30.86 ,$36.71 ,$27.43 ,$30.04 ,$17.78 ,$36.90 ,$161.95 ,$47.75 ,$65.56 ,$20.92 ,$45.89 ,$25.94 ,$63.77 ,$44.86 ,$54.33 ,$13.89 
11/28/14,$86.33 ,$2.79 ,$64.61 ,$62.00 ,$31.15 ,$36.65 ,$27.64 ,$30.35 ,$17.73 ,$37.25 ,$162.17 ,$47.81 ,$65.72 ,$20.97 ,$45.91 ,$26.09 ,$64.20 ,$45.14 ,$54.42 ,$13.96 
12/1/14,$86.00 ,$2.67 ,$63.06 ,$60.51 ,$30.89 ,$36.73 ,$27.59 ,$30.29 ,$17.51 ,$37.17 ,$161.54 ,$48.62 ,$65.44 ,$20.58 ,$45.49 ,$26.35 ,$63.58 ,$44.43 ,$54.25 ,$13.83 
12/2/14,$85.98 ,$2.68 ,$63.23 ,$60.74 ,$31.01 ,$36.34 ,$27.82 ,$30.21 ,$17.68 ,$37.60 ,$162.67 ,$48.46 ,$65.51 ,$20.61 ,$45.84 ,$26.30 ,$63.89 ,$44.58 ,$54.56 ,$13.84 
12/3/14,$86.52 ,$2.74 ,$63.24 ,$61.45 ,$31.37 ,$36.87 ,$27.95 ,$30.31 ,$17.73 ,$37.43 ,$164.52 ,$48.08 ,$65.32 ,$21.14 ,$46.34 ,$26.45 ,$64.67 ,$45.11 ,$55.62 ,$14.21 
12/4/14,$86.34 ,$2.69 ,$64.23 ,$61.09 ,$30.88 ,$36.04 ,$27.77 ,$30.32 ,$17.74 ,$37.46 ,$164.05 ,$48.84 ,$65.20 ,$20.95 ,$46.91 ,$26.31 ,$64.59 ,$44.43 ,$55.41 ,$14.20 
12/5/14,$86.19 ,$2.66 ,$64.01 ,$60.90 ,$30.82 ,$36.71 ,$27.50 ,$30.33 ,$17.96 ,$37.67 ,$163.27 ,$48.42 ,$65.00 ,$21.07 ,$47.46 ,$26.45 ,$65.00 ,$44.54 ,$55.58 ,$14.32 
12/8/14,$84.97 ,$2.58 ,$62.59 ,$60.10 ,$30.62 ,$35.93 ,$27.23 ,$29.86 ,$17.46 ,$37.20 ,$161.86 ,$47.70 ,$65.27 ,$20.80 ,$46.60 ,$26.22 ,$64.25 ,$43.40 ,$55.08 ,$14.06 
12/9/14,$85.18 ,$2.59 ,$62.40 ,$60.17 ,$30.80 ,$35.83 ,$27.42 ,$29.88 ,$17.34 ,$36.89 ,$162.99 ,$47.59 ,$65.29 ,$20.73 ,$47.74 ,$26.02 ,$64.42 ,$43.48 ,$55.01 ,$13.97 
12/10/14,$83.73 ,$2.48 ,$61.09 ,$58.91 ,$30.10 ,$35.63 ,$26.87 ,$29.29 ,$16.96 ,$36.42 ,$160.51 ,$46.90 ,$63.52 ,$20.27 ,$45.65 ,$25.52 ,$63.25 ,$42.52 ,$54.10 ,$13.60 
12/11/14,$83.88 ,$2.49 ,$61.98 ,$58.82 ,$30.12 ,$35.80 ,$26.99 ,$29.23 ,$17.47 ,$36.70 ,$161.07 ,$47.17 ,$63.29 ,$20.26 ,$46.25 ,$25.84 ,$63.19 ,$42.60 ,$54.49 ,$13.77 
12/12/14,$81.90 ,$2.52 ,$60.80 ,$58.88 ,$29.86 ,$34.92 ,$26.86 ,$28.34 ,$17.26 ,$36.23 ,$155.38 ,$46.95 ,$62.31 ,$19.63 ,$45.39 ,$25.26 ,$61.78 ,$41.53 ,$53.11 ,$13.43 
12/15/14,$81.88 ,$2.47 ,$60.51 ,$58.21 ,$29.68 ,$34.84 ,$26.68 ,$28.24 ,$17.08 ,$35.92 ,$153.06 ,$46.67 ,$61.91 ,$19.57 ,$45.73 ,$25.44 ,$61.28 ,$41.64 ,$53.07 ,$13.34 
12/16/14,$82.87 ,$2.50 ,$59.92 ,$56.63 ,$29.20 ,$35.34 ,$26.59 ,$28.09 ,$16.94 ,$35.56 ,$151.41 ,$45.16 ,$61.73 ,$19.35 ,$45.33 ,$25.07 ,$61.24 ,$40.87 ,$52.47 ,$13.35 
12/17/14,$85.30 ,$2.55 ,$61.48 ,$57.01 ,$29.60 ,$36.34 ,$26.81 ,$28.57 ,$17.55 ,$36.24 ,$151.93 ,$45.74 ,$63.99 ,$20.14 ,$46.50 ,$25.19 ,$61.92 ,$41.28 ,$53.50 ,$13.46 
12/18/14,$89.74 ,$2.55 ,$62.50 ,$59.46 ,$30.55 ,$37.18 ,$27.65 ,$29.95 ,$18.08 ,$37.02 ,$157.68 ,$47.52 ,$65.11 ,$20.22 ,$47.16 ,$25.74 ,$63.71 ,$42.99 ,$54.47 ,$13.89 
12/19/14,$90.51 ,$2.57 ,$63.20 ,$59.90 ,$30.92 ,$38.09 ,$27.77 ,$30.14 ,$18.11 ,$36.37 ,$158.51 ,$47.66 ,$65.50 ,$20.42 ,$47.44 ,$25.83 ,$63.57 ,$44.29 ,$54.23 ,$13.96 
12/22/14,$91.18 ,$2.66 ,$64.06 ,$60.19 ,$31.18 ,$38.27 ,$28.22 ,$30.44 ,$18.07 ,$37.21 ,$161.44 ,$47.98 ,$66.53 ,$20.78 ,$47.80 ,$26.01 ,$64.59 ,$44.22 ,$54.82 ,$13.97 
12/23/14,$91.42 ,$2.67 ,$64.59 ,$60.65 ,$31.33 ,$38.55 ,$28.25 ,$30.55 ,$18.32 ,$37.43 ,$162.24 ,$48.45 ,$66.93 ,$20.65 ,$47.79 ,$26.45 ,$64.71 ,$44.81 ,$54.78 ,$14.07 
12/24/14,$91.32 ,$2.65 ,$64.34 ,$60.99 ,$31.31 ,$38.39 ,$28.30 ,$30.69 ,$18.41 ,$37.44 ,$161.82 ,$48.14 ,$67.34 ,$20.57 ,$48.24 ,$26.58 ,$64.59 ,$45.22 ,$54.86 ,$14.08 
12/26/14,$91.26 ,$2.65 ,$64.79 ,$61.03 ,$31.21 ,$38.71 ,$28.35 ,$30.89 ,$18.48 ,$37.55 ,$162.34 ,$47.88 ,$67.49 ,$20.59 ,$48.01 ,$26.54 ,$64.75 ,$44.97 ,$54.75 ,$14.14 
12/29/14,$90.52 ,$2.66 ,$63.79 ,$60.76 ,$30.93 ,$38.75 ,$28.46 ,$30.61 ,$18.48 ,$37.18 ,$160.51 ,$47.45 ,$67.87 ,$20.56 ,$47.91 ,$26.24 ,$64.57 ,$44.94 ,$54.46 ,$14.14 
12/30/14,$90.19 ,$2.63 ,$64.07 ,$60.51 ,$30.79 ,$38.42 ,$28.36 ,$30.15 ,$18.49 ,$36.76 ,$160.05 ,$47.02 ,$67.53 ,$20.37 ,$47.26 ,$26.02 ,$64.11 ,$44.61 ,$53.93 ,$14.01 
12/31/14,$89.31 ,$2.67 ,$62.96 ,$60.06 ,$30.45 ,$38.16 ,$27.82 ,$29.74 ,$18.22 ,$36.29 ,$160.44 ,$46.45 ,$67.08 ,$20.05 ,$46.81 ,$25.66 ,$63.25 ,$43.68 ,$53.47 ,$13.86 
1/2/15,$88.84 ,$2.69 ,$63.25 ,$59.53 ,$30.69 ,$37.90 ,$27.61 ,$29.83 ,$18.27 ,$36.36 ,$162.06 ,$46.76 ,$66.51 ,$20.13 ,$47.30 ,$25.59 ,$63.17 ,$44.00 ,$53.48 ,$13.75 
1/5/15,$87.34 ,$2.66 ,$61.94 ,$58.66 ,$30.78 ,$37.47 ,$27.06 ,$29.24 ,$17.97 ,$35.95 ,$159.51 ,$46.33 ,$65.06 ,$19.79 ,$47.14 ,$25.23 ,$61.94 ,$43.07 ,$52.65 ,$13.45 
1/6/15,$86.71 ,$2.63 ,$60.67 ,$57.50 ,$30.27 ,$36.90 ,$27.05 ,$28.68 ,$17.83 ,$35.28 ,$156.07 ,$45.65 ,$64.51 ,$19.19 ,$47.04 ,$24.84 ,$61.19 ,$42.63 ,$51.78 ,$13.27 
1/7/15,$88.53 ,$2.58 ,$60.16 ,$57.38 ,$30.62 ,$37.09 ,$27.30 ,$28.75 ,$18.04 ,$36.02 ,$155.05 ,$46.23 ,$64.43 ,$19.14 ,$46.65 ,$25.07 ,$63.03 ,$42.78 ,$52.71 ,$13.44 
1/8/15,$89.88 ,$2.61 ,$61.57 ,$58.80 ,$31.11 ,$37.89 ,$27.51 ,$29.29 ,$18.47 ,$36.69 ,$158.42 ,$47.59 ,$65.43 ,$19.86 ,$47.26 ,$25.53 ,$64.30 ,$43.33 ,$53.57 ,$13.81 
1/9/15,$89.78 ,$2.63 ,$60.78 ,$58.27 ,$31.12 ,$37.62 ,$27.79 ,$29.68 ,$18.46 ,$36.76 ,$159.11 ,$47.19 ,$65.11 ,$19.94 ,$47.04 ,$25.36 ,$63.92 ,$43.43 ,$53.60 ,$13.73 
1/12/15,$89.51 ,$2.63 ,$60.75 ,$57.29 ,$31.27 ,$36.81 ,$28.05 ,$28.94 ,$18.12 ,$36.60 ,$156.44 ,$46.60 ,$64.35 ,$19.69 ,$46.75 ,$25.29 ,$62.96 ,$42.63 ,$53.12 ,$13.59 
1/13/15,$89.83 ,$2.66 ,$60.79 ,$57.34 ,$31.23 ,$37.32 ,$28.10 ,$28.65 ,$18.07 ,$36.50 ,$156.81 ,$46.36 ,$64.11 ,$19.66 ,$46.14 ,$25.34 ,$62.62 ,$42.83 ,$52.79 ,$13.66 
1/14/15,$88.78 ,$2.63 ,$59.71 ,$56.41 ,$31.06 ,$36.99 ,$27.92 ,$28.14 ,$17.92 ,$36.35 ,$155.80 ,$45.96 ,$63.76 ,$19.74 ,$46.01 ,$25.21 ,$62.90 ,$42.65 ,$52.71 ,$13.72 
1/15/15,$88.17 ,$2.52 ,$58.63 ,$55.71 ,$30.78 ,$37.99 ,$27.41 ,$27.81 ,$17.34 ,$36.19 ,$154.57 ,$45.48 ,$63.41 ,$19.60 ,$45.43 ,$24.91 ,$62.35 ,$41.95 ,$52.39 ,$13.39 
1/16/15,$88.89 ,$2.39 ,$59.22 ,$56.85 ,$31.36 ,$38.94 ,$27.68 ,$27.88 ,$17.41 ,$36.45 ,$157.14 ,$46.24 ,$64.05 ,$19.96 ,$45.99 ,$25.63 ,$63.05 ,$42.93 ,$53.29 ,$13.60 
1/20/15,$88.62 ,$2.24 ,$59.65 ,$57.10 ,$31.67 ,$38.51 ,$28.07 ,$27.74 ,$17.53 ,$36.09 ,$156.95 ,$46.39 ,$64.02 ,$20.02 ,$45.75 ,$25.68 ,$62.09 ,$43.32 ,$53.81 ,$13.50 
1/21/15,$88.34 ,$2.45 ,$60.27 ,$57.55 ,$29.94 ,$38.39 ,$27.84 ,$27.71 ,$17.51 ,$36.48 ,$152.09 ,$45.92 ,$64.31 ,$20.30 ,$45.97 ,$25.62 ,$62.74 ,$43.29 ,$54.28 ,$13.58 
1/22/15,$89.50 ,$2.47 ,$60.64 ,$58.27 ,$30.54 ,$38.71 ,$28.50 ,$28.54 ,$18.19 ,$36.91 ,$155.39 ,$47.13 ,$65.36 ,$20.65 ,$46.96 ,$26.69 ,$62.80 ,$44.25 ,$54.97 ,$13.97 
1/23/15,$89.22 ,$2.45 ,$61.02 ,$58.19 ,$31.01 ,$38.90 ,$28.21 ,$28.70 ,$18.20 ,$36.45 ,$155.87 ,$47.18 ,$65.48 ,$20.71 ,$47.73 ,$26.65 ,$62.89 ,$43.35 ,$55.06 ,$13.80 
1/26/15,$89.08 ,$2.61 ,$61.17 ,$58.23 ,$30.85 ,$38.69 ,$27.97 ,$28.33 ,$17.63 ,$35.81 ,$156.36 ,$47.01 ,$65.71 ,$20.62 ,$47.35 ,$26.59 ,$63.16 ,$44.36 ,$55.05 ,$13.74 
1/27/15,$86.16 ,$2.70 ,$60.29 ,$56.15 ,$29.94 ,$37.83 ,$26.90 ,$27.41 ,$16.96 ,$34.19 ,$153.67 ,$42.66 ,$64.94 ,$19.63 ,$45.69 ,$25.94 ,$64.63 ,$45.22 ,$54.83 ,$13.57 
1/28/15,$84.36 ,$2.63 ,$58.99 ,$54.59 ,$29.89 ,$38.68 ,$26.81 ,$26.60 ,$16.87 ,$33.78 ,$151.55 ,$41.19 ,$63.84 ,$19.31 ,$44.85 ,$25.38 ,$67.45 ,$44.58 ,$53.94 ,$13.24 
1/29/15,$85.64 ,$2.61 ,$59.95 ,$55.36 ,$30.30 ,$39.54 ,$27.22 ,$26.40 ,$17.13 ,$34.21 ,$155.48 ,$42.01 ,$63.83 ,$19.78 ,$45.21 ,$25.60 ,$67.57 ,$45.00 ,$54.67 ,$13.56 
1/30/15,$84.03 ,$2.57 ,$58.16 ,$54.01 ,$30.30 ,$39.60 ,$26.37 ,$25.93 ,$16.40 ,$33.04 ,$153.31 ,$40.40 ,$62.41 ,$19.21 ,$44.96 ,$24.77 ,$66.39 ,$44.56 ,$53.45 ,$13.17 
